,film_id,title,cast,my_title,my_rating,budget,id,imdb_id,original_language,overview,poster_path,revenue,runtime,votes,imdb_rating,year,genre
63,63,Enchanted,"AMY ADAMS,JAMES MARDSEN,PATRICK DEMPSEY,SUSAN SARANDON",ENCHANTED,7,85000000,4523,tt0461770,en,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?",/8KCNzCArLlvLdQoHx6npua2VSVc.jpg,340487652,107,155796,7.1,2007,COMEDY
64,64,Envy,"BEN STILLER ,JACK BLACK",ENVY,6.5,40000000,10710,tt0326856,en,A man becomes increasingly jealous of his friend's newfound success.,/ezwXcRroLPq7klH8sn584CjN6xR.jpg,0,99,27746,4.8,2004,COMEDY
65,65,Erin Brockovich,"JULIA ROBERTS,AARON ECKHART",ERIN BROCKOVICH,8,52000000,462,tt0195685,en,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",/if90sXZkI4aaxdlhxKejpniT9ff.jpg,256271286,131,148355,7.3,2000,DRAMA
66,66,Eternal Sunshine of the Spotless Mind,"JIM CARREY,KATE WINSLET",ETERNAL SUNSHINE OF THE SPOTLESS MIND,8,20000000,38,tt0338013,en,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",/7y3eYvTsGjxPYDtSnumCLIMDkrV.jpg,72258126,108,755126,8.3,2004,SCI-FI
67,67,Face/Off,"JOHN TRAVOLTA ,NICHOLAS CAGE",FACE OFF,7,80000000,754,tt0119094,en,"An antiterrorism agent goes under the knife to acquire the likeness of a terrorist and gather details about a bombing plot. When the terrorist escapes custody, he undergoes surgery to look like the agent so he can get close to the agent's family.",/q1i8QHiHZ1cukG5iOxai8pydmoa.jpg,245676146,138,306925,7.3,1997,ACTION
68,68,Fantastic Four,"JESSICA ALBA,CHRIS EVANS",FANTASTIC FOUR,6,100000000,9738,tt0120667,en,"During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong Ã_Â¢ÂŒÃ_ÂŒ_ thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",/aJwUBmUA11lkNVSJ3if3h3xHSFd.jpg,330579719,106,283798,5.7,2005,COMICBOOK
69,69,Fantastic 4: Rise of the Silver Surfer,"JESSICA ALBA,CHRIS EVANS",FANTASTIC FOUR 2:RISE OF THE SILVER SURFER,6,130000000,1979,tt0486576,en,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",/fXpziQgnBnB4bLgjKhjTbLQumE5.jpg,289047763,92,227054,5.6,2007,COMICBOOK
70,70,Father of the Bride,"STEVE MARTIN, DIANE KEATON",FATHER OF THE BRIDE,7.5,0,11846,tt0101862,en,"George Banks is an ordinary, middle-class man whose 21 year-old daughter Annie has decided to marry a man from an upper-class family, but George can't think of what life would be like without his daughter. He becomes slightly insane, but his wife tries to make him happy for Annie, but when the wedding takes place at their home and a foreign wedding planner takes over the ceremony.",/bNQpz6e35wuA3QgJb9VF2oUpZNA.jpg,89325780,105,59587,6.5,1991,COMEDY
71,71,Father of the Bride Part II,"STEVE MARTIN, DIANE KEATON",FATHER OF THE BRIDE PART 2,6.5,0,11862,tt0113041,en,"Just when George Banks has recovered from his daughter's wedding, he receives the news that she's pregnant ... and that George's wife, Nina, is expecting too. He was planning on selling their home, but that's a plan that -- like George -- will have to change with the arrival of both a grandchild and a kid of his own.",/e64sOI48hQXyru7naBFyssKFxVd.jpg,76578911,106,29212,6,1995,COMEDY
72,72,Just Like Heaven,"REESE WITHERSPOON,MARK RUFFALO",JUST LIKE HEAVEN,5,58000000,9007,tt0425123,en,"Shortly after David Abbott moves into his new San Francisco digs, he has an unwelcome visitor on his hands: winsome Elizabeth Martinson, who asserts that the apartment is hers -- and promptly vanishes. When she starts appearing and disappearing at will, David thinks she's a ghost, while Elizabeth is convinced she's alive.",/uEsBrbVmIk4o7GZHAbem4V9jO3a.jpg,102854431,95,88733,6.7,2005,ROMCOM
73,73,Fight Club,"BRAD PITT,EDWARD NORTON,HELENA BONHAM CARTER",FIGHT CLUB,8,63000000,550,tt0137523,en,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",/adw6Lq9FiC9zjYEpOqfq03ituwp.jpg,100853753,139,1531596,8.8,1999,THRILLER
74,74,Finding Nemo,"WILLIAM DAFOE,BRAT GARETT",FINDING NEMO,8,94000000,12,tt0266543,en,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",/syPWyeeqzTQIxjIUaIFI7d0TyEY.jpg,940335536,100,792114,8.1,2003,ANIMATION
75,75,Finding Neverland,"JOHNNY DEPP,KATE WINSLET",FINDING NEVERLAND,7.8,25000000,866,tt0308644,en,Finding Neverland is an amusing drama about how the story of Peter Pan and Neverland came to be. During a writing slump play writer J.M. Barrie meets the widowed Sylvia and her three children who soon become an important part of BarrieÃ_Â¢ÂŒÃ_ÂŒÂ»s life and the inspiration that lead him to create his masterpiece Ã_Â¢ÂŒÃ_ÂŒÃ¬Peter Pan.Ã_Â¢ÂŒÃ_ÂŒÂù,/7VNtGDhKLefRhJWYokfP3hBh0uV.jpg,116766556,106,184436,7.7,2004,DRAMA
76,76,Flightplan,JODIE FOSTER,FLIGHTPLAN,6,55000000,9315,tt0408790,en,"A claustrophobic, Hitchcockian thriller. A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet the child vanishes and nobody admits she was ever on that plane.",/pZetr5lKqN12sRLDvgW7UUxfYtj.jpg,223387299,98,136242,6.3,2005,THRILLER
77,77,Forgetting Sarah Marshall,"JASON SEGEL,KIRSTIN BELL,PAUL RUDD",FORGETTING SARAH MARSHALL,6.5,30000000,9870,tt0800039,en,"When Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful Rachel Jansen, Peter is shocked to see not only Aldous Snow in Hawaii, but also Sarah Marshall.",/rAXlZmQ3gg4mScySg1kvs0ZLdCb.jpg,105173115,111,233391,7.2,2008,COMEDY
78,78,Forrest Gump,"TOM HANKS ,SALLY FIELD",FORREST GUMP,8.5,55000000,13,tt0109830,en,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",/yE5d3BUhE8hCnkMUJOo1QDoOGNz.jpg,677945399,142,1445361,8.8,1994,ADVENTURE
79,79,Four Weddings and a Funeral,"HUGH GRANT,ANDIE MACDOWELL,KIRSTIN SCOTT THOMAS",FOUR WEDDINGS AND A FUNERAL,8,6000000,712,tt0109831,en,Four Weddings And A Funeral is a British comedy about a British Man named Charles and an American Woman named Carrie who go through numerous weddings before they determine if they are right for one another.,/md9kMKnLG8LG4pMDM98gy5x4K5L.jpg,254700832,117,117921,7.1,1994,ROMCOM
80,80,From Dusk Till Dawn,"GOERGE CLOONEY,QUENTIN TARANTINO",FROM DUSK TILL DAWN,5,19000000,755,tt0116367,en,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,25836616,108,242153,7.3,1996,HORROR
81,81,Frost/Nixon,"SAM ROCKWELL,FRANK LANGELLENA","FROST, NIXON",8,0,11499,tt0870111,en,"For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise, Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled, a charged battle of wits resulted.",/qCs0Vc3QhyqRSDLCDinOai5CVT5.jpg,0,122,93494,7.7,2008,DRAMA
82,82,Ghost Rider,"NICHOLAS CAGE,EVA MENDES",GHOST RIDER,4,110000000,1250,tt0259324,en,"In order to save his dying father, young stunt cyclist, Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted, Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.",/jnllnSq8u4d1oQPU7PsoAHD6bLU.jpg,228738393,114,197653,5.2,2007,COMICBOOK
83,83,Ghostbusters,"BILL MURRAY,SIGOURNEY WEAVER",GHOSTBUSTERS,7,30000000,620,tt0087332,en,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",/3FS3oBdorgczgfCkFi2u8ZTFfpS.jpg,295212467,107,302061,7.8,1984,COMEDY
84,84,Gone with the Wind,"CLARK GABLE,VIVIEN LEIGH",GONE WITH THE WIND,7,4000000,770,tt0031381,en,An American classic in which a manipulative woman and a roguish man carry on a turbulent love affair in the American south during the Civil War and Reconstruction.,/4o1yeosjSFMaI9pe1rOkYcZ6hHO.jpg,3000000000,238,241440,8.2,1939,DRAMA
85,85,Good Will Hunting,"MATT DAMON,ROBIN WILLIAMS",GOOD WILL HUNTING,8,10000000,489,tt0119217,en,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",/jq8LjngZ7XZEQge5JFTdOGMrHyZ.jpg,225933435,126,696617,8.3,1997,DRAMA
86,86,Gran Torino,CLINT EASTWOOD ,GRAN TORINO,7,33000000,13223,tt1205489,en,"Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao, a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.",/yeBc5vpEiqIAZrbVQnl833GlBEi.jpg,269958228,116,623659,8.2,2008,DRAMA
87,87,Groundhog Day,"BILL MURRAY,ANDIE MACDOWELL",GROUNDHOG DAY,9,14600000,137,tt0107048,en,"A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",/vXjVd0Vu0MXRZnga7wEnHIIhO5B.jpg,70906973,101,498059,8,1993,COMEDY
88,88,Happy Gilmore,ADAM SANDLER,HAPPY GILMORE,6,12000000,9614,tt0116483,en,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",/pG5edeKkntnt5A799Y0UNI5hi9W.jpg,41205099,92,169654,7,1996,COMEDY
89,89,Harry Potter and the Philosopher's Stone,"DANIEL RADCLIFFE,EMMA WATSON,MAGGIE SMITH",HARRY POTTER AND THE SORCERER'S STONE,7.5,125000000,671,tt0241527,en,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",/dCtFvscYcXQKTNvyyaQr2g2UacJ.jpg,976475550,152,514997,7.6,2001,ADVENTURE
90,90,Harry Potter and the Chamber of Secrets,"DANIEL RADCLIFFE,MAGGIE SMITH,KENNETH BRANAGH",HARRY POTTER AND THE CHAMBER OF SECRETS,6.5,100000000,672,tt0295297,en,"Ignoring threats to his life, Harry returns to Hogwarts to investigate Ã_Â¢ÂŒÃ_ÂŒÃ± aided by Ron and Hermione Ã_Â¢ÂŒÃ_ÂŒÃ± a mysterious series of attacks.",/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,876688482,161,445548,7.4,2002,ADVENTURE
91,91,Harry Potter and the Prisoner of Azkaban,"DANIEL RADCLIFFE,EMMA WATSON,MAGGIE SMITH",HARRY POTTER AND THE PRISONER OF AZKABAN,8,130000000,673,tt0304141,en,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black Ã_Â¢ÂŒÃ_ÂŒÃ± and turns to sympathetic Professor Lupin for help.",/jUFjMoLh8T2CWzHUSjKCojI5SHu.jpg,789804554,141,440608,7.8,2004,ADVENTURE
92,92,Harry Potter and the Goblet of Fire,"DANIEL RADCLIFFE,EMMA WATSON,MAGGIE SMITH",HARRY POTTER AND THE GOBLET OF FIRE,7,150000000,674,tt0330373,en,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure Ã_Â¢ÂŒÃ_ÂŒÃ± but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",/6sASqcdrEHXxUhA3nFpjrRecPD2.jpg,895921036,157,442058,7.7,2005,ADVENTURE
93,93,Hitch,"WILL SMITH,KEVIN JAMES,EVA MENDES",HITCH ,2.5,70000000,8488,tt0386588,en,"Dating coach Alex 'Hitch' Hitchens mentors a bumbling client, Albert, who hopes to win the heart of the glamorous Allegra Cole. While Albert makes progress, Hitch faces his own romantic setbacks when proven techniques fail to work on Sara Melas, a tabloid reporter digging for dirt on Allegra Cole's love life. When Sara discovers Hitch's connection to Albert Ã_Â¢ÂŒÃ_ÂŒÃ± now Allegra's boyfriend Ã_Â¢ÂŒÃ_ÂŒÃ± it threatens to destroy both relationships.",/wY1AsrhhymgxVruhkPtfBoLnUA3.jpg,368100420,118,264203,6.6,2005,ROMCOM
94,94,The Hitchhiker's Guide to the Galaxy,"ZOOEY DESCHANEL,SAM ROCKWELL,MOS DEF",THE HITCHHIKER'S GUIDE TO THE GALAXY,7,50000000,7453,tt0371724,en,"Mere seconds before the Earth is to be demolished by an alien construction crew, Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",/fOb4cJMhnZ11BoHNUii3Vcfo3XU.jpg,104478416,109,168118,6.8,2005,SCI-FI
95,95,Hollow Man,"KEVIN BACON,ELISABETH SHUE",HOLLOW MAN,5,95000000,9383,tt0164052,en,"Cocky researcher, Sebastian Caine is working on a project to make living creatures invisible and he's so confident he's found the right formula that he tests it on himself and soon begins to vanish. The only problem is Ã_Â¢ÂŒÃ_ÂŒÃ± no-one can determine how to make him visible again. Caine's predicament eventually drives him mad, with terrifying results.",/gBQyPpUztIJWt2Q6r1wTqcYeo6x.jpg,190213455,112,109273,5.7,2000,SCI-FI
